,year,ccode,GDP,log_GDP,GDP_growth,Country,PDebt,LTrate,rminusg,population,log_population,pop_growth,CAbalance,rgNegative,primaryFB,outputgap,real_GDP_growth,ka_open,finreform,inflation,geopoliticalRisk,VIX,REER,TaxRevenue,FiscalBalance,Freedom_Index_overall,Freedom_Index_Property_Rights,lengthRGepisode,InitialPDebtRGepisode,YNRGepisode,EuroMembership,BankingCrisis,EuroCrisis,PeripheryEuroCrisis,EuroCrisis2012,GDP_World_Bank,Net_foreign_assets_World_Bank,World_GDP,LTrate_Germany,LTrate_USA,kof_econ,kof_trade,kof_financial,PeripheryEuroCrisis20082015,EuroCrisis20082015,Post2007,safe_haven_past,lead_rminusg_1,lead_rminusg_2,lead_rminusg_3,lead_rminusg_4,lead_rminusg_5,lead_rminusg_6,lead_rminusg_7,lead_rminusg_8,lead_rminusg_9,lead_rminusg_10,EuroCrisis20082012,Standalone20102012,Standalone20082012,Standalone20082015,kof_financial_df,kof_financial_dj,safe_Germany,safe_USA,safe_benchmark,Inflation_difference_Germany,Inflation_difference_USA,spread_Germany,rminusg_future3,rminusg_future5,rminusg_future10,LTrate_future3,LTrate_future5,LTrate_future10,GDP_growth_future3,GDP_growth_future5,GDP_growth_future10,PDebt_future3,PDebt_future5,PDebt_future10,Eurozone
1273,2012,SWE,432488.303,12.97731056,2.569754927,Sweden,37.499325,1.5925,-0.977254927,9519374,16.06883965,0.739763272,5.505562042,1,-0.054927939,-1.325,-0.588304569,1,NA,0.888377507,58.66,17.80164,105.1250332,234.043,-1.012640372,71.7,90,0,0,0,0,0,0,0,0,5.52E+11,9.25E+11,7.52E+13,1.49513,1.8025,81.49,77.26,85.73,0,0,1,0.04206988,-3.567756463,-2.676456492,6.88348909,-0.030535668,-4.666063701,-6.417956961,1.766500904,-2.214493572,1.537358194,1.737889167,0,1,1,1,90.6,80.85,0.942733629,0.948195345,0.948195345,-1.120113415,-1.180959758,0.09737,-2.035562089,-2.633673697,-2.995274754,1.5199999,1.14683326,0.91892851,3.555561989,3.780506957,3.404078872,42.92392467,42.3452816,40.48061288,0
1274,2013,SWE,444616.544,13.00496749,2.765693089,Sweden,40.160924,2.120833,-0.644860089,9600379,16.07731313,0.847348652,5.232062108,1,-0.534600022,-2.048,1.187775716,1,NA,-0.04429297,77.1,14.23011905,106.4074701,250.589,-1.399047943,72.9,90,0,0,0,0,0,0,0,0,5.87E+11,1.16E+12,7.73E+13,1.571408,2.350833,80.24,75.44,85.04,0,0,1,0.071636254,-0.977254927,-3.567756463,-2.676456492,6.88348909,-0.030535668,-4.666063701,-6.417956961,1.766500904,-2.214493572,1.537358194,0,0,0,1,90.75,79.33,0.944235405,0.949447121,0.949447121,-1.54901395,-1.509125626,0.549425,-2.955317494,-3.215402965,-3.387010532,0.9861111,0.85299998,0.718611095,3.941428594,4.068402945,3.495276841,43.623163,42.0737192,40.52628271,0
1275,2014,SWE,457507.758,13.03354912,2.858163013,Sweden,44.872155,1.72,-1.138163013,9696110,16.08723533,0.992219729,4.209427162,1,-0.785377423,-1.127,2.657798275,1,NA,-0.179638494,119.33,14.17599206,100.7459986,246.686,-1.526223912,73.1,90,0,0,0,0,0,0,0,0,5.82E+11,1.21E+12,7.95E+13,1.163512,2.540833,83.82,78.99,88.65,0,0,1,0.036541751,-0.644860089,-0.977254927,-3.567756463,-2.676456492,6.88348909,-0.030535668,-4.666063701,-6.417956961,1.766500904,-2.214493572,0,0,0,1,90.54,86.75,0.943666609,0.951574514,0.951574514,-1.086436443,-1.801861471,0.556488,-3.795115128,-3.836780036,-3.836780036,0.6311111,0.518333314,0.518333314,4.426226228,4.35511335,3.601462479,42.23110967,40.0645648,39.80197067,0
1276,2015,SWE,481170.723,13.08397742,5.042829865,Sweden,43.738695,0.7191667,-4.323663165,9799186,16.09780988,1.057454686,3.316168753,1,0.632066415,0.979,4.489281588,1,NA,-0.046784745,113.14,16.6740873,93.32618896,216.58,0.002135915,72.7,90,0,0,0,0,0,0,0,0,5.05E+11,1.34E+12,7.52E+13,0.4953091,2.135833,83.45,78.7,88.21,0,0,1,0.036773508,-1.138163013,-0.644860089,-0.977254927,-3.567756463,-2.676456492,6.88348909,-0.030535668,-4.666063701,-6.417956961,1.766500904,0,0,0,1,90.9,85.51,0.943512096,0.954813845,0.954813845,-0.561205285,-0.165411881,0.2238576,-3.538396215,-3.715059253,-3.715059253,0.608611067,0.468124968,0.468124968,4.147007281,3.313189001,3.313189001,40.58591533,39.0146258,39.0146258,0
1277,2016,SWE,500423.665,13.12321035,3.923292904,Sweden,42.258639,0.5191666,-3.404126304,9923085,16.11037442,1.256453985,2.356978964,1,1.580238055,0.569,2.070593151,1,NA,0.984269245,103.81,15.82563492,93.89023875,228.631,1.005587503,72,90,0,0,0,0,0,0,0,0,5.16E+11,1.36E+12,7.64E+13,0.09157856,1.841667,82.62,77.96,87.28,0,0,1,0.022553236,-4.323663165,-1.138163013,-0.644860089,-0.977254927,-3.567756463,-2.676456492,6.88348909,-0.030535668,-4.666063701,-6.417956961,0,0,0,0,90.03,84.53,0.945577571,0.958539567,0.958539567,0.49252062,-0.277313961,0.42758804,-3.81870357,-3.81870357,-3.81870357,0.45111109,0.45111109,0.45111109,4.26981466,3.160663026,3.160663026,38.10849667,38.2036225,38.2036225,0
1278,2017,SWE,522476.825,13.16633591,4.312555915,Sweden,40.695995,0.655,-3.657555915,10057698,16.12384887,1.34744506,2.973834631,1,1.91488,1.777,2.567924525,1,NA,1.794499047,139.26,11.10194444,92.98126829,239.762,1.42271703,74.9,88.6,0,0,0,0,0,0,0,0,5.41E+11,1.19E+12,8.13E+13,0.31638,2.33,83.35,79.04,87.67,0,0,1,0.02088811,-3.404126304,-4.323663165,-1.138163013,-0.644860089,-0.977254927,-3.567756463,-2.676456492,6.88348909,-0.030535668,-4.666063701,0,0,0,0,90.88,84.46,0.94670738,0.96180038,0.96180038,0.285002489,-0.335610957,0.33862,-3.899277397,-3.899277397,-3.899277397,0.349166635,0.349166635,0.349166635,2.776698729,2.776698729,2.776698729,37.37283167,37.37283167,37.37283167,0
1279,2018,SWE,544916.384,13.20838764,4.205173025,Sweden,38.803112,0.6516666,-3.553506425,10175214,16.13546532,1.16164516,2.621657887,1,1.327380659,2.503,1.950022846,1,NA,1.953535301,176.52,16.63984064,89.17213844,244.02,0.81950067,76.3,92.6,0,0,0,0,0,0,0,0,5.55E+11,7.23E+11,8.63E+13,0.3964832,2.91,83.59,79.47,87.7,0,0,1,-0.004236632,-3.657555915,-3.404126304,-4.323663165,-1.138163013,-0.644860089,-0.977254927,-3.567756463,-2.676456492,6.88348909,-0.030535668,0,0,0,0,90.76,84.63,0.948642379,0.963811633,0.963811633,0.22136764,-0.489047996,0.2551834,-4.245048369,-4.245048369,-4.245048369,0.04666667,0.04666667,0.04666667,2.062461581,2.062461581,2.062461581,36.6576915,36.6576915,36.6576915,0
1280,2019,SWE,568811.735,13.25130479,4.291715039,Sweden,34.826383,0.04666667,-4.245048369,10278887,16.14560254,1.013722263,5.112613919,1,0.923488709,2.291,1.369856989,NA,NA,1.784150974,177.4,15.38753968,85.65133602,227.858,0.565448601,75.2,89.5,10,40.739059,1,0,0,0,0,0,5.31E+11,8.36E+11,8.76E+13,-0.2536345,2.144167,NA,NA,NA,0,0,1,0.019602679,-3.553506425,-3.657555915,-3.404126304,-4.323663165,-1.138163013,-0.644860089,-0.977254927,-3.567756463,-2.676456492,6.88348909,0,0,0,0,NA,NA,0.950746487,0.963205531,0.963205531,0.338483959,-0.028059101,0.30030117,NA,NA,NA,NA,NA,NA,-0.166791876,-0.166791876,-0.166791876,38.489,38.489,38.489,0
1281,2020,SWE,567863.794,13.24963687,-0.166791876,Sweden,38.489,NA,NA,10353442,16.15282958,0.722703913,5.243293039,NA,NA,-1.07,-2.817819572,NA,NA,0.497367319,132.3,29.20865079,87.7332808,NA,-2.977102457,74.9,88.8,0,0,0,0,0,0,0,0,5.38E+11,4.94E+11,8.47E+13,NA,NA,NA,NA,NA,0,0,1,NA,-4.245048369,-3.553506425,-3.657555915,-3.404126304,-4.323663165,-1.138163013,-0.644860089,-0.977254927,-3.567756463,-2.676456492,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1282,1960,USA,NA,NA,NA,United States,60.832947,4.116667,NA,180671000,19.01218826,NA,NA,NA,NA,NA,NA,NA,NA,1.457975986,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5.43E+11,17254799998,1.38E+12,6.425,4.116667,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-0.078635574,0,-2.308333,NA,NA,NA,3.943611,4.0599998,4.9961664,NA,NA,NA,59.573315,57.5538532,52.9214842,0
1283,1961,USA,NA,NA,NA,United States,61.393351,3.8825,NA,183691000,19.02876556,1.657730037,NA,NA,NA,NA,2.3,NA,NA,1.070724148,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5.63E+11,16139899998,1.44E+12,5.875,3.8825,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-1.222951648,0,-1.9925,NA,NA,-2.025984374,4.044999667,4.2681664,5.2238331,NA,NA,8.185151374,57.77180767,55.3040992,51.4460605,0
1284,1962,USA,NA,NA,NA,United States,59.371678,3.945833,NA,186538000,19.04414553,1.537997358,NA,NA,NA,NA,6.1,NA,NA,1.198773348,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6.05E+11,14111399999,1.55E+12,5.908333,3.945833,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-1.644506738,0,-1.9625,NA,NA,-2.586602199,4.157222,4.4936664,5.4502498,NA,NA,8.771185699,55.668079,53.5089334,50.0162085,0
1285,1963,USA,NA,NA,NA,United States,57.954916,4.0025,NA,189242000,19.05853718,1.439164762,NA,NA,NA,NA,4.4,NA,NA,1.239669421,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6.39E+11,12817999999,1.67E+12,6.05,4.0025,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-1.727291442,0,-2.0475,NA,NA,-3.052605298,4.464166333,4.822333,5.7342498,NA,NA,9.456494298,53.064634,51.6653242,48.4464381,0
1286,1964,USA,NA,NA,NA,United States,55.988829,4.186666,NA,191889000,19.07242764,1.389046055,NA,NA,NA,NA,5.8,NA,NA,1.278911565,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,6.86E+11,11075399999,1.82E+12,6.233333,4.186666,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-1.05681653,0,-2.046667,NA,NA,-2.418717498,4.759722,5.3191664,6.0713332,NA,NA,9.111009248,51.20030733,49.6554902,46.9636315,0
1287,1965,USA,NA,NA,NA,United States,53.060492,4.2825,NA,194303000,19.08492935,1.250171646,NA,NA,NA,NA,6.4,NA,NA,1.585169264,NA,NA,NA,167.022,NA,NA,NA,0,0,0,0,0,0,0,0,7.44E+11,8839999999,1.99E+12,7.05,4.2825,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-1.657160121,0,-2.7675,NA,NA,-2.068022185,5.214166333,5.932333,6.4418332,NA,NA,9.019355585,49.7591,48.2891152,46.0995344,0
1288,1966,USA,NA,NA,NA,United States,50.144581,4.923333,NA,196560000,19.09647829,1.154893191,NA,NA,NA,NA,6.5,NA,NA,3.015075377,NA,NA,NA,186.065,NA,NA,NA,0,0,0,0,0,0,0,0,8.15E+11,4691700000,2.16E+12,8.125,4.923333,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-0.517983201,0,-3.201667,NA,-2.025984374,-2.22228696,5.796666333,6.1794998,6.7106666,NA,8.185151374,9.28367596,48.35745933,47.5880218,45.5449477,0
1289,1967,USA,NA,NA,NA,United States,50.395849,5.073333,NA,198712000,19.1073671,1.088881207,NA,NA,NA,NA,2.5,NA,NA,2.772785623,NA,NA,NA,208.577,NA,NA,NA,0,0,0,0,0,0,0,0,8.62E+11,4690200000,2.29E+12,6.958333,5.073333,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.976740116,0,-1.885,NA,-2.586602199,-2.351851051,6.554999667,6.4068332,6.94525,NA,8.771185699,9.464351194,46.968382,46.5234836,44.835468,0
1290,1968,USA,NA,NA,NA,United States,48.73687,5.645833,NA,200706000,19.11735171,0.998461044,NA,NA,NA,NA,4.8,NA,NA,4.271796153,NA,NA,NA,218.623,NA,NA,NA,0,0,0,0,0,0,0,0,9.43E+11,4887899999,2.48E+12,6.45,5.645833,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.801491761,0,-0.804167,-2.025984374,-3.052605298,-2.529746284,6.726111,6.6461666,7.2216667,8.185151374,9.456494298,9.804433909,46.26913,45.227552,44.1704547,0
1291,1969,USA,NA,NA,NA,United States,45.939659,6.670833,NA,202677000,19.12712414,0.977242812,NA,NA,NA,NA,3.1,NA,NA,5.4623862,NA,NA,NA,261.468,NA,NA,NA,0,0,0,0,0,0,0,0,1.02E+12,-2914400002,2.73E+12,6.841667,6.670833,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3.549722254,0,-0.170834,-2.586602199,-2.418717498,-2.43143138,6.5725,6.8235,7.4988334,8.771185699,9.111009248,9.946987047,45.98029633,44.2717728,43.6432906,0
1292,1970,USA,1073303,13.88625137,NA,United States,46.228617,7.348333,NA,205052000,19.13877416,1.165002667,0.244106278,NA,NA,NA,-0.410490458,1,NA,5.838255338,NA,NA,NA,276.727,-4.433306345,NA,NA,0,0,0,0,0,0,0,0,1.07E+12,7108889997,2.99E+12,8.316667,7.348333,38.9,40.28,37.53,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,18.27,56.79,NA,NA,NA,2.388013671,0,-0.968334,-3.052605298,-2.068022185,-1.881387532,6.403889,6.9513334,7.9100001,9.456494298,9.019355585,9.791387632,44.65649467,43.9099536,43.1472748,0
1293,1971,USA,1164850,13.96810288,8.185151374,United States,46.639114,6.159167,-2.025984374,207661000,19.1514175,1.264333692,-0.084131004,1,NA,NA,3.293362365,1,NA,4.292766688,NA,NA,NA,278.738,-5.277890716,NA,NA,0,0,0,0,0,0,0,0,1.16E+12,16068552780,3.30E+12,7.991667,6.159167,38.82,40.07,37.57,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,18.35,56.79,NA,NA,NA,-0.948207483,0,-1.8325,-2.549628539,-2.261547478,-1.442400536,6.87,7.2418334,8.6851664,9.419628539,9.503380878,10.12756694,42.83037767,43.5018736,42.5223996,0
1294,1972,USA,1279110,14.06167508,9.357220023,United States,45.073158,6.21,-3.147220023,209896000,19.16212273,1.070522752,-0.411223429,1,NA,NA,5.258895368,1,NA,3.272278247,NA,NA,NA,313.091,-4.000468294,NA,NA,0,0,0,0,0,0,0,0,1.28E+12,14849305865,3.81E+12,7.875,6.21,39.08,40.07,38.08,0,0,0,NA,-2.025984374,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,19.36,56.79,NA,NA,NA,-2.212658472,0,-1.665,-1.722302177,-2.257950592,-0.245067316,7.4625,7.4836668,9.3643334,9.184802177,9.741617392,9.609400716,42.61249867,43.1474524,42.5163548,0
1295,1973,USA,1425376,14.1699462,10.8271115,United States,42.257212,6.8425,-3.984611498,211909000,19.1716675,0.954476729,0.531789507,1,NA,NA,5.645719459,1,0.6309524,6.177760064,NA,NA,NA,348.794,-2.741609933,NA,NA,0,0,0,0,0,0,0,0,1.43E+12,14568966865,4.64E+12,9.308333,6.8425,39.67,40.65,38.68,0,0,0,NA,-3.147220023,-2.025984374,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,20.58,56.79,NA,NA,NA,-0.85426566,0,-2.465833,-1.391968622,-2.216030875,0.431495518,7.718889,7.7971668,9.7905834,9.110857622,10.01319767,9.359087882,43.39299933,43.1133574,43.0826672,0
1296,1974,USA,1545243,14.25069174,8.074554097,United States,41.160763,7.5575,-0.517054097,213854000,19.1808041,0.913660196,0.110015059,1,NA,NA,-0.540546519,1,0.6309524,11.0548048,NA,NA,NA,389.542,-3.328153565,NA,NA,0,0,0,0,0,0,0,0,1.55E+12,15458847989,5.35E+12,10.44167,7.5575,40.4,41.79,39,0,0,0,NA,-3.984611498,-3.147220023,-2.025984374,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,21.21,56.79,0.495411083,1,1,4.068372375,0,-2.88417,-2.262695789,-2.441602486,0.673941438,7.672778,8.1741668,10.2786664,9.935473789,10.61576929,9.604724962,44.106429,43.0148084,43.9234817,0
1297,1975,USA,1684904,14.33721915,8.652740935,United States,44.419521,7.9875,-0.665240935,215973000,19.19066396,0.985986067,1.061188056,1,NA,NA,-0.205464012,1,0.6309524,9.143146865,NA,NA,NA,415.386,-7.261236842,NA,NA,0,0,0,0,0,0,0,0,1.68E+12,29490901969,5.95E+12,8.675,7.9875,40.21,41.38,39.04,0,0,0,NA,-0.517054097,-3.984611498,-3.147220023,-2.025984374,NA,NA,NA,NA,NA,NA,0,0,0,0,21.3,56.79,0.746089569,1,1,3.23281802,0,-0.6875,-3.299286447,-1.694752879,1.082944619,7.813611333,8.8686668,10.5422494,11.11289778,10.56341968,9.459304781,43.32883433,42.384596,44.9020873,0
1298,1976,USA,1873412,14.44327193,10.60527784,United States,44.598714,7.611667,-2.993610835,218035000,19.20016616,0.950220049,0.204973599,1,NA,NA,5.388139228,1,0.6309524,5.744812635,NA,NA,NA,450.017,-5.245705163,NA,NA,0,0,0,0,0,0,0,0,1.87E+12,45961992750,6.48E+12,8.033334,7.611667,40.28,41.28,39.28,0,0,0,NA,-0.665240935,-0.517054097,-3.984611498,-3.147220023,-2.025984374,NA,NA,NA,NA,NA,0,0,0,0,21.77,56.79,0.542941286,1,1,1.498178027,0,-0.421667,-2.84972022,-0.623253595,1.6107621,8.423889,10.1284994,10.5493327,11.27360922,10.75175299,8.9385706,42.01860233,41.5429256,46.2086094,0
1299,1977,USA,2081826,14.54875595,10.5484026,United States,43.301052,7.419167,-3.129235597,220239000,19.21022388,1.005771996,-0.725324787,1,NA,NA,4.624159202,1,0.6309524,6.501683995,NA,NA,NA,525.97,-3.969543084,NA,NA,0,0,0,0,0,0,0,0,2.08E+12,45944482117,7.33E+12,6.533333,7.419167,40.93,42.53,39.33,0,0,0,NA,-2.993610835,-0.665240935,-0.517054097,-3.984611498,-3.147220023,-2.025984374,NA,NA,NA,NA,0,0,0,0,21.86,56.79,0.397790115,1,1,2.767515571,0,0.885834,-0.783639321,1.767815961,2.177752782,9.770833333,11.245,10.6458327,10.55447265,9.477184039,8.468079918,41.34107133,41.8852572,47.8251166,0
1300,1978,USA,2351599,14.67060608,12.18501291,United States,42.086737,8.41,-3.775012909,222585000,19.22081961,1.05957308,-0.669629473,1,NA,NA,5.535302688,1,0.6309524,7.630963839,NA,NA,NA,588.261,-3.123122607,NA,NA,0,0,0,0,0,0,0,0,2.35E+12,47910293384,8.63E+12,6.133333,8.41,41.41,42.4,40.42,0,0,0,NA,-3.129235597,-2.993610835,-0.665240935,-0.517054097,-3.984611498,-3.147220023,-2.025984374,NA,NA,NA,0,0,0,0,24.05,56.79,0.184968526,1,1,4.912273303,0,2.276667,1.262660178,3.079021912,2.683956361,11.60444333,11.784,10.6894161,10.34178316,8.704978088,8.005459739,40.775613,43.051977,49.6502656,0
1301,1979,USA,2627334,14.7814802,11.08741215,United States,40.668018,9.4425,-1.644912154,225055000,19.23185537,1.103576565,-0.005964221,1,NA,NA,3.166150271,1,0.6309524,11.25447113,NA,NA,NA,662.519,-2.621483983,NA,NA,9,46.228617,1,0,0,0,0,0,2.63E+12,36864019267,1.00E+13,7.566667,9.4425,42.66,42.86,42.45,0,0,0,NA,-3.775012909,-3.129235597,-2.993610835,-0.665240935,-0.517054097,-3.984611498,-3.147220023,-2.025984374,NA,NA,0,0,0,0,28.11,56.79,-0.196812196,1,1,7.210849124,0,1.875833,4.753001623,3.789485361,2.953054157,12.79083333,12.383166,10.5949994,8.03783171,8.593680639,7.641945243,42.22384367,44.832155,51.629059,0
1302,1980,USA,2857307,14.86539013,8.3909929,United States,41.268459,11.46,3.0690071,227225000,19.24145127,0.959589923,0.074440723,0,NA,-2.814,-0.256751919,1,0.7738096,13.54920197,NA,NA,105.7087696,730.672,-4.048494964,NA,NA,0,0,0,0,0,0,0,0,2.86E+12,85242956075,1.13E+13,8.425,11.46,43.94,43.92,43.96,0,0,0,NA,-1.644912154,-3.775012909,-3.129235597,-2.993610835,-0.665240935,-0.517054097,-3.984611498,-3.147220023,-2.025984374,NA,0,0,0,0,30.64,57.27,-0.24212127,1,1,8.108145779,0,3.035,4.657004871,3.860642117,2.946816541,12.6725,12.215832,10.3039994,8.015495129,8.355189883,7.357182859,44.441136,47.4195786,53.7184856,0
1303,1981,USA,3207042,14.98085957,11.54694441,United States,40.390362,13.91083,2.363885587,229466000,19.25126543,0.981415437,0.149982445,0,NA,-2.108,2.537718694,1,0.7738096,10.33471534,NA,NA,116.5429518,832.93,-3.615725956,NA,NA,0,0,0,0,0,0,0,0,3.21E+12,1.53E+11,1.17E+13,10.13333,13.91083,44.12,43.84,44.4,0,0,0,NA,3.0690071,-1.644912154,-3.775012909,-3.129235597,-2.993610835,-0.665240935,-0.517054097,-3.984611498,-3.147220023,-2.025984374,0,0,0,0,31.28,57.52,-0.081459374,1,1,3.99047442,0,3.7775,4.504844707,3.844777796,3.174509893,12.18166667,10.970166,9.6987497,7.67682196,7.125388204,6.524239807,47.50065133,50.8742932,56.3340123,0
1304,1982,USA,3343789,15.02261515,4.175557817,United States,45.01271,13.00167,8.826112183,231664000,19.2607986,0.953317566,-0.347121185,0,NA,-6.607,-1.802874451,1,0.8571429,6.131427,NA,NA,130.3618063,871.205,-6.212980544,NA,NA,0,0,0,0,0,0,0,0,3.34E+12,1.53E+11,1.16E+13,8.908334,13.00167,44.81,43.72,45.91,0,0,0,NA,2.363885587,3.0690071,-1.644912154,-3.775012909,-3.129235597,-2.993610835,-0.665240935,-0.517054097,-3.984611498,-3.147220023,0,0,0,0,33.93,57.89,0.305741045,1,1,0.890379874,0,4.093336,2.704404272,2.587689603,2.421383371,11.38888667,10.0466654,9.0995827,8.684482394,7.458975797,6.678199329,50.56494033,53.764976,58.7136759,0
1305,1983,USA,3634038,15.10585498,8.323983157,United States,47.920336,11.105,2.781016843,233792000,19.26994239,0.914378513,-1.216883258,0,NA,-5.219,4.583927306,1,0.8571429,3.212435233,NA,NA,136.4703991,872.628,-6.943707798,NA,NA,0,0,0,0,0,0,0,0,3.63E+12,1.55E+11,1.18E+13,8.083333,11.105,44.52,42.98,46.05,0,0,0,NA,8.826112183,2.363885587,3.0690071,-1.644912154,-3.775012909,-3.129235597,-2.993610835,-0.665240935,-0.517054097,-3.984611498,0,0,0,0,33.59,58.51,0.331920747,1,1,-0.08097937,0,3.021667,2.538919984,2.28889081,2.224886654,10.24805333,9.5948322,8.576416,7.709133349,7.30594139,6.351529346,53.81280667,56.2485542,61.0013209,0
1306,1984,USA,4037613,15.21116423,10.53092491,United States,49.568908,12.43833,1.907405094,235825000,19.27860056,0.865817336,-2.452141897,0,NA,-1.522,7.236620002,1,0.8571429,4.300535475,NA,NA,144.8790413,973.472,-5.831847678,NA,NA,0,0,0,0,0,0,0,0,4.04E+12,1.54E+11,1.23E+13,7.958333,12.43833,44.89,42.55,47.23,0,0,0,NA,2.781016843,8.826112183,2.363885587,3.0690071,-1.644912154,-3.775012909,-3.129235597,-2.993610835,-0.665240935,-0.517054097,0,0,0,0,35.04,59.41,0.306130858,1,1,1.894740406,0,4.479997,2.750008692,2.116622953,2.135876512,8.896665667,8.8068328,8.040583,6.146656974,6.690209847,5.904706488,57.11187867,58.425963,63.0023758,0
1307,1985,USA,4338979,15.28314962,7.198539121,United States,54.205577,10.62333,3.424790879,237924000,19.28746185,0.886129041,-2.868301506,0,NA,-0.881,4.169655957,1,0.8571429,3.545644152,79.58,NA,150.0022878,1069.914,-5.987676363,NA,NA,0,0,0,0,0,0,0,0,4.34E+12,1.30E+11,1.29E+13,7.041667,10.62333,49.26,48.24,50.28,0,0,0,NA,1.907405094,2.781016843,8.826112183,2.363885587,3.0690071,-1.644912154,-3.775012909,-3.129235597,-2.993610835,-0.665240935,0,0,0,0,34.87,65.7,0.25672591,1,1,1.47941342,0,3.581663,2.03741936,2.032990964,1.978993177,8.304167,8.3921668,7.63625,6.26674764,6.359175836,5.657256823,59.15609533,60.0173926,64.492844,0
1308,1986,USA,4579631,15.33712899,5.397936022,United States,57.663935,7.6825,2.284563978,240133000,19.29670349,0.924164157,-3.213665031,0,NA,-1.061,3.462651704,1,0.8571429,1.898047722,82.59,NA,125.9610583,1127.958,-6.181641709,NA,NA,0,0,0,0,0,0,0,0,4.58E+12,1.21E+11,1.52E+13,6.158333,7.6825,49.7,48.24,51.16,0,0,0,NA,3.424790879,1.907405094,2.781016843,8.826112183,2.363885587,3.0690071,-1.644912154,-3.775012909,-3.129235597,-2.993610835,0,0,0,0,36.72,65.59,0.204019369,1,1,2.027460527,0,1.524167,1.624586636,2.504241991,1.842614948,8.576111333,8.4273334,7.5118334,6.951524698,5.923091409,5.669218452,60.08676767,61.7937314,65.5498962,0
1309,1987,USA,4855215,15.39556394,5.843495781,United States,59.466124,8.384167,2.540671219,242289000,19.30564179,0.893829201,-3.308751518,0,NA,-0.963,3.459572561,1,0.8571429,3.664563218,75.46,NA,113.3989281,1247.323,-5.173812282,NA,NA,0,0,0,0,0,0,0,0,4.86E+12,1.01E+11,1.73E+13,6.25,8.384167,50.29,48.33,52.25,0,0,0,NA,2.284563978,3.424790879,1.907405094,2.781016843,8.826112183,2.363885587,3.0690071,-1.644912154,-3.775012909,-3.129235597,0,0,0,0,39.32,65.17,0.245730833,1,1,3.414657058,0,2.134167,1.779906541,2.255077139,1.617714969,8.631389,8.1525,7.3086667,6.851482459,5.897422861,5.690951731,60.98563467,63.6623758,66.1872419,0
1310,1988,USA,5236438,15.47115205,7.558811119,United States,60.338227,8.845834,1.287022881,244499000,19.31472178,0.90799904,-2.315658087,0,NA,0.008,4.177046379,1,0.8571429,4.077741107,58.9,NA,107.2266178,1334.154,-4.517144288,NA,NA,0,0,0,0,1,0,0,0,5.24E+12,1.13E+11,1.94E+13,6.491667,8.845834,51.12,48.75,53.5,0,0,0,NA,2.540671219,2.284563978,3.424790879,1.907405094,2.781016843,8.826112183,2.363885587,3.0690071,-1.644912154,-3.775012909,0,0,0,0,42.02,64.97,0.255246501,1,1,2.803617135,0,2.354167,2.897838618,2.160882497,1.465114973,8.302222,7.5579998,6.9505,5.404383382,5.397117303,5.485385027,63.05476867,65.7540876,66.4138104,0
